Drug,Drug
139,180
139,186
139,193
139,194
139,200
139,201
139,203
139,205
139,207
139,208
139,216
139,217
139,225
139,233
139,234
139,235
139,245
139,252
139,253
139,256
139,265
139,266
140,147
141,6
141,8
141,15
141,26
141,29
141,31
141,32
141,35
141,41
141,42
141,53
141,55
141,56
141,65
141,66
141,90
141,91
141,108
141,110
141,111
141,113
141,114
141,116
141,117
141,121
141,130
141,147
141,160
141,177
141,180
141,186
141,193
141,194
141,201
141,203
141,204
141,207
141,208
141,217
141,228
141,233
141,234
141,235
141,245
141,252
141,256
141,265
141,266
142,6
142,8
142,9
142,15
142,26
142,29
142,31
142,35
142,42
142,53
142,55
142,56
142,65
142,66
142,67
142,90
142,92
142,103
142,108
142,110
142,111
142,116
142,117
142,121
142,130
142,134
142,147
142,160
142,177
142,180
142,186
142,193
142,194
142,200
142,201
142,205
142,207
142,208
142,216
142,228
142,234
142,245
142,252
142,256
142,265
142,266
143,6
143,42
143,53
143,65
143,117
143,193
143,194
143,201
143,217
143,234
143,245
143,256
143,266
144,1
144,6
144,8
144,9
144,15
144,16
144,26
144,29
144,31
144,32
144,35
144,41
144,42
144,53
144,55
144,56
144,65
144,66
144,67
144,68
144,85
144,90
144,91
144,92
144,102
144,103
144,107
144,108
144,111
144,113
144,114
144,116
144,117
144,121
144,130
144,134
144,147
144,160
144,177
144,180
144,186
144,193
144,194
144,200
144,201
144,204
144,205
144,207
144,208
144,216
144,217
144,225
144,228
144,233
144,234
144,235
144,245
144,248
144,252
144,253
144,256
144,264
144,265
144,266
145,1
145,6
145,9
145,15
145,26
145,29
145,31
145,32
145,35
145,42
145,53
145,55
145,56
145,65
145,66
145,67
145,90
145,92
145,102
145,103
145,108
145,110
145,117
145,121
145,130
145,134
145,147
145,160
145,177
145,180
145,186
145,193
145,194
145,200
145,201
145,205
145,207
145,208
145,216
145,217
145,225
145,233
145,234
145,235
145,245
145,252
145,256
145,265
145,266
147,1
147,6
147,8
147,9
147,16
147,26
147,29
147,31
147,32
147,35
147,41
147,42
147,53
147,54
147,55
147,56
147,65
147,66
147,67
147,68
147,84
147,85
147,90
147,91
147,92
147,102
147,103
147,107
147,108
147,110
147,111
147,114
147,116
147,121
147,130
147,134
147,155
147,160
147,177
147,180
147,186
147,193
147,194
147,200
147,203
147,204
147,205
147,207
147,208
147,216
147,225
147,228
147,232
147,233
147,234
147,235
147,245
147,248
147,252
147,255
147,256
147,264
147,265
148,6
148,9
148,15
148,16
148,26
148,29
148,31
148,32
148,42
148,53
148,55
148,56
148,65
148,66
148,67
148,84
148,90
148,92
148,103
148,108
148,110
148,121
148,130
148,134
148,147
148,160
148,177
148,180
148,193
148,194
148,200
148,201
148,205
148,208
148,216
148,217
148,228
148,245
148,248
148,252
148,255
148,265
149,1
149,6
149,9
149,15
149,16
149,26
149,29
149,31
149,35
149,41
149,54
149,55
149,56
149,65
149,68
149,84
149,85
149,90
149,91
149,92
149,102
149,107
149,108
149,110
149,111
149,113
149,114
149,116
149,121
149,130
149,134
149,147
149,155
149,160
149,177
149,180
149,186
149,193
149,194
149,200
149,203
149,205
149,207
149,208
149,216
149,225
149,228
149,232
149,233
149,235
149,248
149,252
149,255
149,264
149,265
150,1
150,6
150,9
150,15
150,16
150,26
150,29
150,31
150,32
150,35
150,41
150,42
150,53
150,55
150,56
150,65
150,66
150,67
150,68
150,85
150,90
150,91
150,92
150,102
150,103
150,107
150,108
150,110
150,114
150,117
150,121
150,130
150,134
150,147
150,155
150,160
150,177
150,180
150,186
150,193
150,194
150,200
150,201
150,204
150,205
150,207
150,208
150,216
150,217
150,225
150,233
150,234
150,235
150,245
150,248
150,252
150,256
150,264
150,265
150,266
151,1
151,6
151,9
151,15
151,16
151,26
151,29
151,31
151,41
151,42
151,53
151,55
151,56
151,65
151,66
151,67
151,90
151,91
151,92
151,102
151,103
151,108
151,110
151,113
151,114
151,116
151,121
151,130
151,134
151,147
151,160
151,177
151,180
151,186
151,193
151,200
151,201
151,205
151,207
151,208
151,216
151,225
151,228
151,235
151,245
151,248
151,252
151,264
151,265
152,1
152,6
152,8
152,15
152,16
152,26
152,29
152,31
152,32
152,35
152,41
152,42
152,53
152,55
152,56
152,65
152,90
152,102
152,108
152,111
152,113
152,114
152,116
152,117
152,121
152,130
152,147
152,160
152,177
152,180
152,186
152,193
152,194
152,201
152,207
152,208
152,217
152,225
152,228
152,233
152,234
152,245
152,248
152,252
152,256
152,264
152,265
152,266
153,1
153,6
153,8
153,9
153,15
153,16
153,26
153,29
153,31
153,32
153,35
153,41
153,42
153,53
153,55
153,56
153,65
153,66
153,67
153,68
153,85
153,90
153,91
153,92
153,102
153,103
153,107
153,108
153,110
153,111
153,113
153,114
153,117
153,121
153,130
153,134
153,147
153,155
153,160
153,177
153,180
153,186
153,193
153,194
153,200
153,201
153,205
153,207
153,208
153,216
153,217
153,225
153,234
153,235
153,245
153,248
153,252
153,256
153,264
153,265
153,266
154,6
154,15
154,26
154,31
154,42
154,53
154,55
154,56
154,90
154,92
154,121
154,130
154,134
154,160
154,177
154,180
154,193
154,200
154,201
154,205
154,216
154,217
154,252
154,256
154,265
155,1
155,8
155,9
155,16
155,29
155,35
155,41
155,42
155,54
155,56
155,65
155,68
155,84
155,85
155,91
155,102
155,108
155,111
155,114
155,116
155,130
155,147
155,186
155,193
155,200
155,203
155,204
155,207
155,225
155,228
155,232
155,233
155,248
155,255
155,264
156,6
156,8
156,9
156,26
156,29
156,31
156,32
156,35
156,41
156,42
156,53
156,55
156,65
156,90
156,91
156,107
156,108
156,113
156,114
156,116
156,117
156,121
156,130
156,134
156,160
156,180
156,193
156,194
156,201
156,204
156,207
156,217
156,225
156,228
156,234
156,235
156,245
156,248
156,253
156,256
156,264
156,266
157,6
157,42
157,53
157,65
157,117
157,193
157,194
157,201
157,217
157,234
157,245
157,256
157,266
158,1
158,6
158,9
158,15
158,16
158,26
158,29
158,31
158,32
158,41
158,42
158,53
158,55
158,56
158,65
158,66
158,67
158,90
158,92
158,102
158,103
158,108
158,110
158,113
158,114
158,121
158,130
158,134
158,147
158,160
158,177
158,180
158,193
158,200
158,205
158,207
158,208
158,216
158,217
158,225
158,228
158,235
158,245
158,248
158,252
158,264
158,265
159,6
159,8
159,16
159,29
159,32
159,42
159,53
159,65
159,84
159,113
159,117
159,121
159,130
159,147
159,193
159,194
159,201
159,217
159,228
159,234
159,245
159,248
159,255
159,256
159,266
160,6
160,8
160,9
160,15
160,26
160,29
160,31
160,32
160,35
160,41
160,42
160,53
160,55
160,56
160,65
160,66
160,67
160,85
160,90
160,91
160,92
160,102
160,103
160,107
160,108
160,110
160,111
160,113
160,114
160,116
160,117
160,121
160,130
160,134
160,147
160,177
160,180
160,186
160,193
160,194
160,200
160,201
160,203
160,204
160,205
160,207
160,208
160,216
160,217
160,222
160,225
160,228
160,233
160,234
160,235
160,245
160,248
160,252
160,256
160,265
160,266
161,117
161,193
161,256
162,1
162,6
162,16
162,29
162,31
162,32
162,35
162,41
162,42
162,53
162,55
162,65
162,84
162,102
162,114
162,117
162,147
162,186
162,193
162,194
162,201
162,207
162,217
162,225
162,228
162,233
162,234
162,235
162,245
162,248
162,255
162,256
162,264
162,266
163,1
163,6
163,8
163,15
163,16
163,26
163,29
163,31
163,32
163,35
163,41
163,42
163,53
163,55
163,56
163,65
163,85
163,90
163,91
163,92
163,102
163,107
163,108
163,110
163,111
163,113
163,114
163,116
163,117
163,121
163,130
163,134
163,147
163,160
163,177
163,180
163,186
163,193
163,194
163,200
163,201
163,204
163,205
163,207
163,208
163,216
163,217
163,222
163,225
163,228
163,233
163,234
163,235
163,245
163,248
163,252
163,253
163,256
163,264
163,265
163,266
164,1
164,6
164,8
164,15
164,26
164,29
164,31
164,32
164,35
164,41
164,42
164,53
164,55
164,56
164,65
164,84
164,90
164,91
164,102
164,103
164,108
164,110
164,111
164,113
164,114
164,116
164,117
164,121
164,130
164,134
164,160
164,177
164,180
164,186
164,193
164,194
164,200
164,201
164,203
164,204
164,207
164,208
164,217
164,225
164,228
164,233
164,234
164,235
164,245
164,248
164,252
164,256
164,265
164,266
165,1
165,6
165,8
165,9
165,15
165,16
165,26
165,29
165,31
165,32
165,35
165,41
165,42
165,53
165,55
165,56
165,65
165,66
165,67
165,68
165,85
165,90
165,91
165,92
165,102
165,103
165,107
165,108
165,110
165,111
165,113
165,114
165,116
165,117
165,121
165,130
165,134
165,147
165,160
165,177
165,180
165,186
165,193
165,194
165,200
165,201
165,203
165,204
165,205
165,207
165,208
165,216
165,217
165,222
165,225
165,228
165,233
165,234
165,235
165,245
165,248
165,252
165,253
165,256
165,264
165,265
165,266
166,6
166,42
166,53
166,65
166,91
166,108
166,113
166,117
166,186
166,193
166,194
166,201
166,207
166,217
166,234
166,235
166,245
166,256
166,266
167,6
167,8
167,15
167,16
167,26
167,29
167,31
167,32
167,35
167,41
167,42
167,53
167,55
167,56
167,65
167,68
167,85
167,90
167,91
167,92
167,102
167,107
167,108
167,111
167,113
167,114
167,116
167,117
167,121
167,130
167,134
167,160
167,177
167,180
167,186
167,193
167,194
167,200
167,201
167,204
167,205
167,207
167,208
167,216
167,217
167,222
167,225
167,234
167,235
167,245
167,248
167,252
167,253
167,264
167,265
168,6
168,8
168,15
168,26
168,31
168,35
168,42
168,53
168,55
168,56
168,90
168,92
168,108
168,121
168,130
168,134
168,160
168,177
168,180
168,186
168,193
168,194
168,200
168,201
168,205
168,216
168,217
168,252
168,256
168,265
169,1
169,8
169,15
169,16
169,26
169,29
169,31
169,32
169,35
169,41
169,42
169,55
169,56
169,65
169,66
169,84
169,90
169,92
169,102
169,107
169,108
169,110
169,111
169,113
169,114
169,116
169,117
169,121
169,130
169,134
169,147
169,160
169,177
169,180
169,186
169,193
169,194
169,200
169,201
169,205
169,207
169,208
169,216
169,217
169,225
169,228
169,234
169,235
169,245
169,248
169,252
169,253
169,255
169,256
169,264
169,265
170,1
170,6
170,16
170,29
170,32
170,35
170,54
170,56
170,66
170,85
170,90
170,91
170,92
170,102
170,107
170,108
170,110
170,111
170,114
170,116
170,130
170,147
170,155
170,186
170,193
170,194
170,200
170,207
170,225
170,228
170,232
170,233
170,235
170,248
170,255
170,264
170,265
171,1
171,6
171,15
171,26
171,29
171,31
171,32
171,35
171,41
171,42
171,53
171,55
171,56
171,65
171,90
171,92
171,102
171,107
171,116
171,117
171,121
171,130
171,134
171,160
171,177
171,180
171,186
171,193
171,194
171,200
171,201
171,205
171,207
171,216
171,217
171,225
171,233
171,234
171,235
171,245
171,248
171,252
171,253
171,256
171,265
171,266
172,6
172,8
172,35
172,42
172,53
172,65
172,84
172,103
172,117
172,186
172,193
172,194
172,201
172,217
172,234
172,245
172,256
172,266
173,1
173,6
173,8
173,15
173,26
173,29
173,31
173,32
173,35
173,41
173,42
173,53
173,55
173,56
173,65
173,66
173,90
173,91
173,102
173,108
173,110
173,111
173,113
173,114
173,116
173,117
173,121
173,130
173,160
173,177
173,180
173,186
173,193
173,194
173,201
173,203
173,204
173,207
173,208
173,217
173,225
173,228
173,233
173,234
173,235
173,245
173,252
173,256
173,265
173,266
174,1
174,6
174,8
174,29
174,31
174,32
174,35
174,42
174,53
174,55
174,56
174,84
174,92
174,102
174,113
174,117
174,130
174,186
174,193
174,194
174,200
174,201
174,207
174,208
174,217
174,225
174,233
174,234
174,235
174,245
174,256
174,264
174,265
174,266
175,1
175,6
175,8
175,15
175,16
175,26
175,29
175,31
175,32
175,35
175,41
175,42
175,53
175,55
175,65
175,68
175,85
175,90
175,91
175,102
175,103
175,107
175,108
175,111
175,113
175,114
175,116
175,117
175,121
175,130
175,134
175,147
175,155
175,160
175,177
175,180
175,186
175,193
175,194
175,200
175,201
175,203
175,204
175,207
175,208
175,217
175,222
175,225
175,228
175,232
175,233
175,234
175,235
175,245
175,248
175,252
175,256
175,264
175,265
175,266
176,6
176,15
176,26
176,31
176,32
176,35
176,53
176,55
176,56
176,84
176,90
176,92
176,121
176,130
176,134
176,160
176,177
176,180
176,193
176,194
176,200
176,201
176,205
176,216
176,217
176,248
176,252
176,265
177,1
177,6
177,8
177,9
177,15
177,16
177,26
177,29
177,31
177,32
177,35
177,41
177,42
177,53
177,55
177,56
177,65
177,66
177,67
177,90
177,91
177,92
177,102
177,103
177,108
177,110
177,111
177,113
177,114
177,116
177,117
177,121
177,130
177,134
177,147
177,160
177,180
177,186
177,193
177,194
177,200
177,201
177,204
177,205
177,207
177,208
177,216
177,217
177,225
177,228
177,233
177,234
177,235
177,245
177,248
177,252
177,256
177,264
177,265
177,266
178,1
178,6
178,8
178,15
178,16
178,26
178,29
178,31
178,32
178,35
178,41
178,42
178,53
178,55
178,56
178,65
178,66
178,68
178,84
178,85
178,90
178,91
178,92
178,102
178,103
178,107
178,108
178,110
178,111
178,113
178,114
178,116
178,117
178,121
178,130
178,134
178,147
178,155
178,160
178,177
178,180
178,186
178,193
178,194
178,200
178,201
178,203
178,204
178,205
178,207
178,208
178,216
178,217
178,222
178,225
178,228
178,233
178,234
178,235
178,245
178,248
178,252
178,255
178,256
178,264
178,265
178,266
179,1
179,6
179,8
179,16
179,26
179,29
179,31
179,32
179,35
179,41
179,42
179,53
179,55
179,65
179,68
179,85
179,90
179,91
179,102
179,103
179,107
179,108
179,110
179,111
179,113
179,114
179,116
179,117
179,147
179,155
179,160
179,177
179,186
179,193
179,194
179,201
179,203
179,204
179,207
179,208
179,217
179,225
179,233
179,234
179,235
179,245
179,248
179,253
179,256
179,264
179,266
180,6
180,8
180,9
180,15
180,26
180,29
180,31
180,32
180,35
180,42
180,53
180,55
180,56
180,65
180,66
180,67
180,90
180,91
180,92
180,103
180,108
180,110
180,111
180,113
180,116
180,117
180,121
180,130
180,134
180,147
180,160
180,177
180,186
180,193
180,194
180,200
180,201
180,204
180,205
180,207
180,208
180,216
180,217
180,228
180,233
180,234
180,235
180,245
180,248
180,252
180,256
180,265
180,266
181,6
181,8
181,15
181,26
181,29
181,31
181,32
181,35
181,41
181,42
181,53
181,55
181,56
181,84
181,90
181,91
181,92
181,108
181,111
181,121
181,130
181,134
181,160
181,177
181,180
181,186
181,193
181,194
181,200
181,201
181,205
181,216
181,217
181,248
181,252
181,265
182,1
182,6
182,9
182,15
182,16
182,26
182,29
182,31
182,35
182,41
182,54
182,55
182,56
182,65
182,68
182,84
182,85
182,90
182,91
182,92
182,102
182,107
182,108
182,110
182,111
182,113
182,114
182,116
182,121
182,130
182,134
182,147
182,155
182,160
182,177
182,180
182,186
182,193
182,194
182,200
182,203
182,205
182,207
182,208
182,216
182,225
182,228
182,232
182,233
182,235
182,248
182,252
182,255
182,264
182,265
183,1
183,6
183,9
183,15
183,16
183,26
183,29
183,31
183,35
183,41
183,42
183,53
183,54
183,55
183,56
183,65
183,66
183,67
183,68
183,84
183,85
183,90
183,91
183,92
183,102
183,103
183,107
183,108
183,110
183,111
183,113
183,114
183,116
183,121
183,130
183,134
183,147
183,155
183,160
183,177
183,180
183,186
183,193
183,194
183,200
183,201
183,203
183,205
183,207
183,208
183,216
183,225
183,228
183,232
183,233
183,235
183,245
183,248
183,252
183,255
183,264
183,265
184,1
184,6
184,8
184,9
184,15
184,16
184,26
184,29
184,31
184,32
184,35
184,41
184,42
184,53
184,55
184,56
184,65
184,66
184,67
184,84
184,90
184,91
184,92
184,102
184,103
184,108
184,110
184,111
184,113
184,114
184,116
184,117
184,121
184,130
184,134
184,147
184,160
184,177
184,180
184,186
184,193
184,194
184,200
184,201
184,205
184,207
184,208
184,216
184,225
184,228
184,233
184,234
184,235
184,245
184,248
184,252
184,256
184,264
184,265
184,266
185,1
185,6
185,8
185,9
185,15
185,16
185,26
185,29
185,31
185,32
185,35
185,41
185,42
185,53
185,55
185,56
185,65
185,66
185,67
185,84
185,90
185,92
185,102
185,103
185,107
185,108
185,110
185,116
185,117
185,121
185,130
185,134
185,147
185,160
185,177
185,180
185,186
185,193
185,194
185,200
185,201
185,205
185,207
185,208
185,216
185,217
185,225
185,228
185,233
185,234
185,235
185,245
185,248
185,252
185,253
185,255
185,256
185,265
185,266
186,1
186,6
186,8
186,15
186,16
186,26
186,29
186,31
186,32
186,35
186,41
186,42
186,53
186,55
186,56
186,65
186,68
186,84
186,85
186,90
186,91
186,102
186,103
186,107
186,110
186,111
186,113
186,114
186,116
186,117
186,121
186,130
186,147
186,155
186,160
186,177
186,180
186,193
186,194
186,200
186,201
186,204
186,207
186,208
186,217
186,222
186,225
186,228
186,233
186,234
186,235
186,245
186,248
186,252
186,255
186,256
186,264
186,265
186,266
187,1
187,6
187,8
187,9
187,15
187,26
187,29
187,31
187,32
187,35
187,41
187,42
187,53
187,55
187,56
187,65
187,66
187,67
187,90
187,92
187,102
187,103
187,107
187,108
187,110
187,111
187,113
187,116
187,117
187,121
187,130
187,134
187,147
187,160
187,177
187,180
187,186
187,193
187,194
187,200
187,201
187,204
187,205
187,207
187,208
187,216
187,217
187,225
187,228
187,233
187,234
187,235
187,245
187,248
187,252
187,253
187,256
187,265
187,266
188,1
188,6
188,8
188,9
188,15
188,26
188,29
188,31
188,32
188,35
188,41
188,42
188,53
188,55
188,56
188,65
188,90
188,92
188,102
188,107
188,108
188,110
188,111
188,113
188,114
188,116
188,117
188,121
188,130
188,134
188,160
188,177
188,180
188,186
188,193
188,194
188,200
188,201
188,203
188,205
188,207
188,216
188,217
188,225
188,233
188,234
188,235
188,245
188,252
188,253
188,256
188,264
188,265
188,266
189,1
189,6
189,8
189,9
189,15
189,16
189,26
189,29
189,31
189,32
189,35
189,41
189,42
189,53
189,55
189,56
189,65
189,66
189,67
189,68
189,85
189,90
189,92
189,102
189,103
189,107
189,108
189,110
189,111
189,113
189,114
189,116
189,117
189,121
189,130
189,134
189,147
189,160
189,177
189,180
189,186
189,193
189,194
189,200
189,201
189,203
189,205
189,207
189,208
189,216
189,217
189,225
189,233
189,234
189,235
189,245
189,248
189,252
189,253
189,264
189,265
189,266
190,1
190,6
190,15
190,26
190,29
190,31
190,32
190,35
190,41
190,42
190,53
190,55
190,56
190,65
190,90
190,91
190,92
190,102
190,107
190,108
190,110
190,111
190,113
190,116
190,117
190,121
190,130
190,134
190,160
190,177
190,180
190,186
190,193
190,194
190,200
190,201
190,205
190,207
190,216
190,217
190,225
190,233
190,234
190,235
190,245
190,248
190,252
190,253
190,256
190,265
190,266
191,29
191,31
191,35
191,41
191,55
191,85
191,90
191,91
191,102
191,107
191,108
191,110
191,113
191,114
191,116
191,147
191,155
191,160
191,180
191,194
191,200
191,201
191,207
191,208
191,228
191,248
191,255
192,8
192,16
192,29
192,32
192,35
192,41
192,65
192,68
192,85
192,107
192,108
192,111
192,113
192,114
192,186
192,194
192,207
192,208
192,217
192,235
192,248
192,264
193,1
193,6
193,8
193,9
193,15
193,16
193,26
193,29
193,31
193,32
193,35
193,41
193,42
193,53
193,55
193,56
193,65
193,66
193,67
193,68
193,84
193,85
193,90
193,91
193,92
193,102
193,103
193,107
193,108
193,110
193,111
193,113
193,114
193,116
193,117
193,121
193,130
193,134
193,147
193,155
193,160
193,177
193,180
193,186
193,194
193,200
193,201
193,204
193,205
193,207
193,208
193,216
193,217
193,222
193,225
193,228
193,233
193,234
193,235
193,245
193,248
193,252
193,253
193,256
193,264
193,265
193,266
194,1
194,6
194,8
194,9
194,15
194,16
194,26
194,29
194,31
194,32
194,35
194,41
194,42
194,53
194,55
194,56
194,65
194,68
194,84
194,85
194,90
194,91
194,92
194,102
194,103
194,107
194,108
194,110
194,111
194,113
194,114
194,116
194,117
194,121
194,130
194,134
194,147
194,160
194,177
194,180
194,186
194,193
194,200
194,201
194,203
194,204
194,207
194,208
194,217
194,225
194,228
194,233
194,234
194,235
194,245
194,248
194,252
194,253
194,256
194,264
194,265
194,266
195,6
195,8
195,9
195,15
195,16
195,26
195,29
195,31
195,32
195,35
195,41
195,42
195,53
195,55
195,56
195,65
195,66
195,67
195,68
195,84
195,90
195,92
195,103
195,108
195,110
195,111
195,113
195,114
195,116
195,117
195,121
195,130
195,134
195,147
195,160
195,177
195,180
195,186
195,193
195,194
195,200
195,201
195,203
195,205
195,207
195,208
195,216
195,217
195,228
195,233
195,234
195,245
195,248
195,252
195,255
195,256
195,265
195,266
196,1
196,6
196,8
196,9
196,15
196,16
196,26
196,29
196,31
196,32
196,35
196,41
196,42
196,53
196,55
196,56
196,65
196,66
196,67
196,84
196,85
196,90
196,91
196,92
196,102
196,103
196,107
196,108
196,110
196,111
196,113
196,114
196,117
196,121
196,130
196,134
196,147
196,160
196,177
196,180
196,186
196,193
196,194
196,200
196,201
196,204
196,205
196,207
196,208
196,216
196,217
196,222
196,225
196,234
196,235
196,245
196,248
196,252
196,253
196,256
196,264
196,265
196,266
197,6
197,9
197,15
197,26
197,29
197,31
197,42
197,53
197,55
197,56
197,65
197,66
197,67
197,90
197,92
197,103
197,108
197,110
197,121
197,130
197,134
197,147
197,160
197,177
197,180
197,193
197,200
197,205
197,208
197,216
197,228
197,245
197,252
197,265
198,66
198,130
198,228
199,1
199,6
199,8
199,9
199,16
199,26
199,29
199,31
199,32
199,35
199,41
199,55
199,65
199,66
199,68
199,85
199,90
199,91
199,102
199,107
199,108
199,110
199,111
199,113
199,114
199,116
199,117
199,121
199,130
199,134
199,147
199,160
199,180
199,186
199,193
199,194
199,200
199,201
199,204
199,207
199,208
199,217
199,222
199,225
199,228
199,234
199,235
199,245
199,248
199,252
199,256
199,264
199,266
200,1
200,6
200,8
200,9
200,15
200,16
200,26
200,29
200,31
200,35
200,41
200,42
200,53
200,54
200,55
200,56
200,65
200,66
200,67
200,68
200,84
200,85
200,90
200,91
200,92
200,102
200,103
200,107
200,108
200,110
200,111
200,114
200,116
200,117
200,121
200,130
200,134
200,147
200,155
200,160
200,177
200,180
200,186
200,193
200,194
200,201
200,203
200,204
200,205
200,207
200,208
200,216
200,217
200,225
200,228
200,232
200,233
200,234
200,235
200,245
200,248
200,252
200,255
200,256
200,264
200,265
200,266
201,1
201,6
201,8
201,15
201,26
201,29
201,31
201,32
201,35
201,41
201,42
201,53
201,55
201,56
201,65
201,90
201,91
201,92
201,102
201,108
201,110
201,111
201,113
201,114
201,116
201,117
201,121
201,130
201,134
201,160
201,177
201,180
201,186
201,193
201,194
201,200
201,203
201,204
201,205
201,207
201,208
201,216
201,217
201,225
201,228
201,233
201,234
201,235
201,245
201,248
201,252
201,256
201,265
201,266
202,6
202,9
202,15
202,26
202,29
202,31
202,32
202,35
202,42
202,53
202,55
202,56
202,65
202,67
202,85
202,90
202,91
202,92
202,102
202,103
202,107
202,108
202,110
202,113
202,116
202,121
202,130
202,134
202,147
202,160
202,177
202,180
202,186
202,193
202,194
202,200
202,201
202,204
202,205
202,207
202,208
202,216
202,222
202,225
202,228
202,235
202,245
202,248
202,252
202,265
203,1
203,8
203,9
203,16
203,26
203,29
203,35
203,41
203,54
203,55
203,56
203,65
203,68
203,84
203,85
203,90
203,102
203,108
203,110
203,111
203,113
203,114
203,116
203,117
203,130
203,147
203,155
203,160
203,194
203,200
203,201
203,204
203,207
203,225
203,228
203,232
203,233
203,245
203,248
203,255
203,256
203,264
204,1
204,6
204,8
204,9
204,15
204,16
204,26
204,29
204,31
204,32
204,35
204,41
204,42
204,53
204,54
204,55
204,56
204,65
204,68
204,84
204,85
204,90
204,91
204,92
204,102
204,107
204,108
204,111
204,113
204,114
204,116
204,117
204,121
204,130
204,134
204,147
204,155
204,160
204,177
204,180
204,186
204,193
204,194
204,200
204,201
204,203
204,205
204,207
204,208
204,216
204,217
204,222
204,225
204,228
204,232
204,233
204,234
204,235
204,245
204,248
204,252
204,255
204,256
204,264
204,265
204,266
205,6
205,8
205,9
205,15
205,26
205,29
205,31
205,42
205,53
205,55
205,56
205,65
205,66
205,67
205,90
205,92
205,103
205,108
205,110
205,117
205,121
205,130
205,134
205,147
205,160
205,177
205,180
205,193
205,200
205,201
205,204
205,208
205,216
205,217
205,228
205,234
205,245
205,252
205,256
205,265
205,266
206,8
206,16
206,26
206,29
206,32
206,35
206,41
206,55
206,65
206,84
206,90
206,108
206,110
206,111
206,113
206,114
206,116
206,117
206,147
206,160
206,193
206,194
206,201
206,203
206,207
206,228
206,234
206,245
206,248
206,255
206,256
207,1
207,6
207,8
207,9
207,15
207,16
207,26
207,29
207,31
207,32
207,35
207,41
207,42
207,53
207,54
207,55
207,56
207,65
207,68
207,85
207,90
207,91
207,102
207,103
207,107
207,108
207,110
207,111
207,113
207,114
207,116
207,117
207,121
207,130
207,147
207,155
207,160
207,177
207,180
207,186
207,193
207,194
207,200
207,201
207,203
207,204
207,208
207,217
207,222
207,225
207,228
207,232
207,233
207,234
207,235
207,245
207,248
207,252
207,253
207,255
207,256
207,264
207,265
207,266
208,1
208,6
208,8
208,9
208,15
208,16
208,26
208,29
208,31
208,32
208,35
208,41
208,42
208,53
208,55
208,56
208,65
208,66
208,67
208,68
208,85
208,90
208,91
208,92
208,102
208,103
208,107
208,108
208,110
208,111
208,113
208,114
208,116
208,117
208,121
208,130
208,134
208,147
208,160
208,177
208,180
208,186
208,193
208,194
208,200
208,201
208,204
208,205
208,207
208,216
208,217
208,225
208,228
208,233
208,234
208,235
208,245
208,248
208,252
208,256
208,264
208,265
208,266
209,1
209,6
209,9
209,15
209,16
209,26
209,29
209,31
209,41
209,42
209,53
209,55
209,56
209,65
209,66
209,67
209,90
209,91
209,92
209,102
209,103
209,108
209,110
209,111
209,113
209,114
209,121
209,130
209,134
209,147
209,160
209,177
209,180
209,186
209,193
209,194
209,200
209,205
209,207
209,208
209,216
209,225
209,228
209,235
209,245
209,248
209,252
209,264
209,265
210,6
210,8
210,15
210,26
210,29
210,31
210,32
210,35
210,41
210,42
210,53
210,55
210,56
210,65
210,85
210,90
210,91
210,102
210,108
210,110
210,111
210,113
210,114
210,116
210,117
210,121
210,130
210,147
210,155
210,160
210,177
210,180
210,186
210,193
210,194
210,200
210,201
210,204
210,207
210,208
210,217
210,228
210,233
210,234
210,235
210,245
210,252
210,255
210,256
210,265
210,266
211,1
211,6
211,8
211,16
211,26
211,29
211,31
211,35
211,41
211,42
211,53
211,55
211,65
211,68
211,85
211,90
211,91
211,102
211,103
211,107
211,108
211,110
211,111
211,113
211,114
211,116
211,117
211,134
211,147
211,155
211,160
211,177
211,180
211,186
211,193
211,194
211,201
211,203
211,204
211,207
211,208
211,217
211,222
211,225
211,228
211,233
211,234
211,235
211,245
211,248
211,256
211,264
211,266
212,1
212,6
212,8
212,26
212,29
212,35
212,41
212,42
212,53
212,55
212,65
212,90
212,107
212,108
212,110
212,111
212,113
212,114
212,116
212,117
212,160
212,193
212,194
212,201
212,203
212,207
212,217
212,234
212,235
212,245
212,248
212,253
212,256
212,266
213,6
213,9
213,16
213,29
213,31
213,35
213,41
213,53
213,55
213,56
213,65
213,90
213,91
213,92
213,102
213,107
213,108
213,110
213,111
213,113
213,114
213,116
213,117
213,121
213,130
213,147
213,160
213,180
213,193
213,194
213,200
213,201
213,207
213,208
213,217
213,225
213,228
213,234
213,235
213,245
213,248
213,256
213,264
213,265
213,266
214,1
214,6
214,8
214,9
214,15
214,26
214,29
214,31
214,32
214,35
214,41
214,42
214,53
214,55
214,56
214,65
214,66
214,67
214,68
214,90
214,92
214,102
214,103
214,107
214,108
214,110
214,113
214,116
214,117
214,121
214,130
214,134
214,147
214,160
214,177
214,180
214,186
214,193
214,194
214,200
214,201
214,205
214,207
214,208
214,216
214,217
214,225
214,233
214,234
214,235
214,245
214,248
214,252
214,253
214,256
214,265
214,266
215,6
215,8
215,9
215,15
215,26
215,29
215,31
215,32
215,35
215,42
215,53
215,55
215,56
215,65
215,66
215,67
215,68
215,90
215,91
215,92
215,103
215,108
215,110
215,111
215,113
215,116
215,117
215,121
215,130
215,134
215,147
215,160
215,177
